避難收容處所名稱,is_indoor,classification_reasoning
舞鶴社區活動中心,True,基於原始室內標記
安仁社區活動中心,True,基於原始室內標記
光路社區活動中心,True,基於原始室內標記
大同國小[室外],False,基於原始室外標記
東石國小-室外,False,基於原始室外標記
東石國小-室內,True,基於原始室內標記
朴子國中[室外],False,基於原始室外標記
靜浦國小大禮堂,True,基於原始室內標記
東榮國中-室內,True,基於原始室內標記
東榮國中-室外,False,基於原始室外標記
半天岩紫雲寺-室內,True,基於原始室內標記
內甕社區活動中心,True,基於原始室內標記
內甕國小-室外,False,基於原始室外標記
港墘國小-室內,True,基於原始室內標記
港墘國小-室外,False,基於原始室外標記
民和國小-室外,False,基於原始室外標記
民和國民小學-室內,True,基於原始室內標記
嘉義市西區區公所,True,基於原始室內標記
老人文康中心,True,基於原始室內標記
番路社區活動中心,True,基於原始室內標記
民和國中-室外,False,基於原始室外標記
朴子市公所,True,基於原始室內標記
興嘉國民小學,True,基於原始室內標記
東勢社區活動中心,True,基於原始室內標記
朴子國小[室外],False,基於原始室外標記
德武里原住民多功能活動中心,True,基於原始室內標記
南興國民中學,True,基於原始室內標記
桃源國小[室內],True,基於原始室內標記
桃源國小[戶外],True,基於原始室內標記
東石國中[室外],False,基於原始室外標記
玉山國民中學,True,基於原始室內標記
阿里山聯合社區活動中心,True,基於原始室內標記
阿里山國民中小學室內,True,基於原始室內標記
朴子配天宮,True,基於原始室內標記
嘉南社區活動中心,True,基於原始室內標記
宣信國民小學,True,基於原始室內標記
三家福靈宮,True,基於原始室內標記
三江國小-室內,True,基於原始室內標記
三江國小-室外,False,基於原始室外標記
塭港國小-室內,True,基於原始室內標記
塭港國小-室外,False,基於原始室外標記
鄉屬災變庇護所,True,基於原始室內標記
港坪社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
大同國民小學,True,基於原始室內標記
志航國民小學,True,基於原始室內標記
垂楊國民小學,True,基於原始室內標記
興南里集會所,True,基於原始室內標記
義仁國小[室內],True,基於規則推斷 (預設為室內 - 安全原則)
義仁國小[戶外],False,基於原始室外標記
鹿滿國小[戶外],False,基於原始室外標記
育人國民小學,True,基於原始室內標記
崇文國民小學,True,基於原始室內標記
龍山國小[室內],True,基於規則推斷 (預設為室內 - 安全原則)
龍山國小[戶外],False,基於原始室外標記
何庄社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
賓朗村活動中心,True,基於規則推斷 (活動中心通常為室內設施)
永和里集會所,True,基於原始室內標記
港尾社區活動中心,True,基於原始室內標記
港口活動中心,True,基於原始室內標記
大湖國小-室內,True,基於原始室內標記
大湖國小-室外,False,基於原始室外標記
蘭潭國民小學,False,基於原始室外標記
內埔國小[室內],True,基於規則推斷 (預設為室內 - 安全原則)
內埔國小[戶外],True,基於原始室內標記
民族國民小學,True,基於原始室內標記
大業國民中學,True,基於原始室內標記
江西社區活動中心,True,基於原始室內標記
港坪運動公園,True,基於原始室內標記
白杞社區活動中心,False,基於原始室外標記
東區區公所,True,基於原始室內標記
嘉義市立棒球場,True,基於原始室內標記
港坪國民小學,True,基於原始室內標記
蘭潭國民中學,True,基於原始室內標記
大湖社區活動中心,True,基於原始室內標記
更寮國小-室外,False,基於原始室外標記
雙溪國小[室外],False,基於原始室外標記
文雅國民小學,False,基於原始室外標記
僑平國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
雙溪口活動中心,True,基於原始室內標記
龍港國小-室外,False,基於原始室外標記
新埤國小[室外],False,基於原始室外標記
圓崇國小[室內],True,基於原始室內標記
圓崇國小[戶外],False,基於原始室外標記
老人文康中心,True,基於原始室內標記
王田里集會所,True,基於原始室內標記
復金社區活動中心,False,基於原始室外標記
龍山社區活動中心,False,基於原始室外標記
光華國小[室內],True,基於原始室內標記
光華國小[戶外],True,基於原始室內標記
嘉義國民中學,True,基於原始室內標記
埤鄉社區活動中心,True,基於原始室內標記
下楫國小-室內,True,基於原始室內標記
下楫國小-室外,False,基於原始室外標記
世賢國民小學,True,基於原始室內標記
林森國民小學,True,基於原始室內標記
北興國民中學,True,基於原始室內標記
鹿滿社區活動中心,True,基於原始室內標記
瑞穗青蓮寺,True,基於原始室內標記
新厝社區活動中心,True,基於原始室內標記
花蓮縣鶴岡國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
博愛國民小學,True,基於規則推斷 (預設為室內 - 安全原則)
精忠社區活動中心,True,基於原始室內標記
豐山國小室內,True,基於原始室內標記
瑞良社區活動中心,True,基於原始室內標記
下埤社區活動中心,True,基於規則推斷 (活動中心通常為室內設施)
十字國小室內,True,基於原始室內標記
蒜頭國小-室外,False,基於原始室外標記
花蓮縣瑞穗鄉瑞美國民小學,True,基於原始室內標記
嘉北國民小學,False,基於原始室外標記
瑞美社區活動中心,True,基於原始室內標記
蒜頭國小活動中心-室內,True,基於原始室內標記
蒜頭活動中心,True,基於原始室內標記
奇美社區活動中心,True,基於原始室內標記
北園國民小學,True,基於原始室內標記
金獅社區活動中心,True,基於原始室內標記
港口宮,True,基於原始室內標記
北園國民中學,True,基於原始室內標記
六腳鄉老人文康中心,True,基於原始室內標記
春梅社區活動中心,False,基於原始室外標記
太保國小[室內],False,基於原始室外標記
紅葉社區活動中心,True,基於原始室內標記
南新國小[室內],True,基於原始室內標記
南新國小[室外],False,基於原始室外標記
花蓮縣立瑞穗國民中學,True,基於原始室內標記
中和國小[室內],True,基於原始室內標記
中和國小[戶外],False,基於原始室外標記
沙坑國小[戶外],True,基於原始室內標記
頂庄社區活動中心,True,基於原始室內標記
水牛厝社區活動中心,True,基於原始室內標記
過溝社區活動中心,True,基於原始室內標記
瑞祥社區活動中心,True,基於原始室內標記
瑞穗社區活動中心,True,基於原始室內標記
灣內國小-室外,False,基於原始室外標記
麻寮古恩宮集會所,True,基於原始室內標記
嘉新國中[室外],True,基於規則推斷 (預設為室內 - 安全原則)
後湖社區活動中心,True,基於原始室內標記
鹿滿國小[室內],False,基於原始室外標記
六嘉國中禮堂-室內,True,基於原始室內標記
六嘉國中-室外,False,基於原始室外標記
竹崎國小[戶外],True,基於原始室內標記
中華社區活動中心,True,基於原始室內標記
竹崎高中[戶外],True,基於原始室內標記
豐裡活動中心,True,基於原始室內標記
竹崎國小[室內],True,基於原始室內標記
昇平國中[室內],True,基於規則推斷 (預設為室內 - 安全原則)
昇平國中[戶外],False,基於原始室外標記
大崎村辦公處暨社區活動中心,True,基於原始室內標記
荖藤社區活動中心,True,基於原始室內標記
六腳國小-室內,True,基於原始室內標記
六腳國小-室外,False,基於原始室外標記
福興村廣興宮室內,True,基於原始室內標記
福興村廣興宮室外,False,基於原始室外標記
鶴岡社區活動中心,True,基於原始室內標記
福興社區活動中心,True,基於原始室內標記
水仙宮室內,True,基於原始室內標記
大崎國小-室外,False,基於原始室外標記
大崎國小-室內,True,基於原始室內標記
秀林村辦公處暨社區活動中心,True,基於原始室內標記
蔦松國小,True,基於原始室內標記
金興村辦公處暨社區活動中心,True,基於原始室內標記
中興國小,True,基於原始室內標記
安和國小室內,True,基於原始室內標記
安和國小室外,False,基於原始室外標記
中興國小[室內],True,基於規則推斷 (預設為室內 - 安全原則)
中興國小[戶外],True,基於原始室內標記
大吉國中-室外,False,基於原始室外標記
大吉國中-室內,True,基於原始室內標記
紫雲社區活動中心,True,基於原始室內標記
香林國小室內,True,基於原始室內標記
竹崎老人文康中心,False,基於原始室外標記
山中村辦公處暨社區活動中心,True,基於原始室內標記
月眉國小室內,True,基於原始室內標記
月眉國小室外,False,基於原始室外標記
義和社區活動中心,False,基於原始室外標記
義隆社區活動中心,True,基於原始室內標記
坑頭村活動中心,True,基於原始室內標記
光華社區活動中心,False,基於原始室外標記
嘉義縣竹崎鄉昇平村收容所暨防災物資整備所,True,基於規則推斷 (預設為室內 - 安全原則)
